rosbagTimestamp,fz,top,x,y,z
1670933150846236036,0.0394783765078,-0.00668202400208,0.307348506144,0.471168343422,-0.116769034425
1670933150848172695,0.047949783504,-0.00937376976013,0.307348506144,0.471168343422,-0.116769034425
1670933150850095097,0.0446653552353,-0.0138002490997,0.307348506144,0.471168343422,-0.116769034425
1670933150852074462,0.0446217805147,-0.00670729637146,0.307348506144,0.471168343422,-0.116769034425
1670933150854144803,0.0481664463878,-0.000525579452515,0.307348506144,0.471168343422,-0.116769034425
1670933150856121127,0.0494384393096,-0.00397740364075,0.307348506144,0.471168343422,-0.116769034425
1670933150858150446,0.0490970686078,-0.00397740364075,0.307348506144,0.471168343422,-0.116769034425
1670933150860090665,0.0401039943099,-0.00397740364075,0.307348506144,0.471168343422,-0.116769034425
1670933150862099557,0.0432083755732,0.00185431480408,0.307348506144,0.471168343422,-0.116769034425
1670933150864161774,0.0441662967205,-0.00517378807068,0.307348506144,0.471168343422,-0.116769034425
1670933150866095671,0.0532984286547,-0.00805245399475,0.307348506144,0.471168343422,-0.116769034425
1670933150868089125,0.0530825778842,-0.00169812202454,0.307348506144,0.471168343422,-0.116769034425
1670933150870148603,0.0521510876715,-0.00790463447571,0.307348506144,0.471168343422,-0.116769034425
1670933150872117951,0.0557380095124,-0.00156937599182,0.307348506144,0.471168343422,-0.116769034425
1670933150874082897,0.0574580691755,-0.00156937599182,0.307348506144,0.471168343422,-0.116769034425
1670933150876171695,0.0520207546651,-0.00156937599182,0.307348506144,0.471168343422,-0.116769034425
1670933150878152203,0.0512351579964,0.0039543056488,0.307348506144,0.471168343422,-0.116769034425
1670933150880116686,0.0501418411732,0.00528086662292,0.307348506144,0.471168343422,-0.116769034425
1670933150882083480,0.0365897491574,0.00993050575256,0.307348506144,0.471168343422,-0.116769034425
1670933150884082143,0.0375523380935,0.0139879131317,0.307348506144,0.471168343422,-0.116769034425
1670933150886154645,0.0409205630422,0.00416268348694,0.307348506144,0.471168343422,-0.116769034425
1670933150888126351,0.0441984497011,0.00013388633728,0.307348506144,0.471168343422,-0.116769034425
1670933150890083271,0.0431984961033,0.00013388633728,0.307348506144,0.471168343422,-0.116769034425
1670933150892088235,0.0390690490603,0.00013388633728,0.307348506144,0.471168343422,-0.116769034425
1670933150894159402,0.0489256158471,-0.00339947700501,0.307348506144,0.471168343422,-0.116769034425
1670933150896115253,0.0435675606132,-0.00649701118469,0.307348506144,0.471168343422,-0.116769034425
1670933150898081575,0.0383586846292,0.00502480506897,0.307348506144,0.471168343422,-0.116769034425
1670933150900085293,0.038616321981,0.000890626907348,0.307348506144,0.471168343422,-0.116769034425
1670933150902147202,0.039667069912,0.00610007286072,0.307348506144,0.471168343422,-0.116769034425
1670933150904110839,0.043378546834,-0.00190888404846,0.307348506144,0.471168343422,-0.116769034425
1670933150906156507,0.0417883917689,-0.00190888404846,0.307348506144,0.471168343422,-0.116769034425
1670933150908103268,0.0412826538086,-0.00190888404846,0.307348506144,0.471168343422,-0.116769034425
1670933150910139156,0.0389660671353,-0.00519000053406,0.307348506144,0.471168343422,-0.116769034425
1670933150912110470,0.0492506325245,-0.0080667591095,0.307348506144,0.471168343422,-0.116769034425
1670933150914075801,0.0534759312868,0.00383128166199,0.307348506144,0.471168343422,-0.116769034425
1670933150916071760,0.0447856038809,0.00866545677185,0.307348506144,0.471168343422,-0.116769034425
1670933150918077623,0.0371974520385,0.0128840351105,0.307348506144,0.471168343422,-0.116769034425
1670933150920110068,0.033929258585,0.0121163272858,0.307348506144,0.471168343422,-0.116769034425
1670933150922081387,0.0333985127509,0.0121163272858,0.307348506144,0.471168343422,-0.116769034425
1670933150924088907,0.0222971700132,0.0121163272858,0.307348506144,0.471168343422,-0.116769034425
1670933150926088552,0.035591609776,0.015896692276,0.307348506144,0.471168343422,-0.116769034425
1670933150928100773,0.0463842302561,0.0191968822479,0.307348506144,0.471168343422,-0.116769034425
1670933150930076284,0.0451744757593,0.0133279705048,0.307348506144,0.471168343422,-0.116769034425
1670933150932072786,0.0439907982945,0.0201205158234,0.307348506144,0.471168343422,-0.116769034425
1670933150934092191,0.0479111336172,0.0141385936737,0.307348506144,0.471168343422,-0.116769034425
1670933150936116992,0.0524325668812,0.00427855491638,0.307348506144,0.471168343422,-0.116769034425
1670933150938256575,0.0445962101221,0.00427855491638,0.307348506144,0.471168343422,-0.116769034425
1670933150940127037,0.0428069531918,0.00427855491638,0.307348506144,0.471168343422,-0.116769034425
1670933150942101953,0.0411859862506,0.00427855491638,0.307348506144,0.471168343422,-0.116769034425
1670933150944127383,0.0410451218486,0.00552882194519,0.307348506144,0.471168343422,-0.116769034425
1670933150946115215,0.0479737147689,0.0101465129852,0.307348506144,0.471168343422,-0.116769034425
1670933150948094677,0.047728586942,0.0141767406464,0.307348506144,0.471168343422,-0.116769034425
1670933150950134718,0.0382749997079,0.0207680606842,0.307348506144,0.471168343422,-0.116769034425
1670933150952084723,0.0304552875459,0.0234517002106,0.307348506144,0.471168343422,-0.116769034425
1670933150954082750,0.0363852679729,0.0257967853546,0.307348506144,0.471168343422,-0.116769034425
1670933150956154186,0.0405005477369,0.0257967853546,0.307348506144,0.471168343422,-0.116769034425
1670933150958196038,0.041963160038,0.0257967853546,0.307348506144,0.471168343422,-0.116769034425
1670933150960185123,0.0431496202946,0.0143607997894,0.307348506144,0.471168343422,-0.116769034425
1670933150962193681,0.0374512560666,0.00908173561096,0.307348506144,0.471168343422,-0.116769034425
1670933150964266712,0.0406809598207,0.013247385025,0.307348506144,0.471168343422,-0.116769034425
1670933150966251337,0.0456974729896,0.00359238624573,0.307348506144,0.471168343422,-0.116769034425
1670933150968114657,0.0564970448613,-0.000366315841675,0.307348506144,0.471168343422,-0.116769034425
1670933150970178363,0.0643652230501,-0.00383769035339,0.307348506144,0.471168343422,-0.116769034425
1670933150972118152,0.0617087110877,-0.00383769035339,0.307348506144,0.471168343422,-0.116769034425
1670933150974102415,0.0457085072994,-0.00383769035339,0.307348506144,0.471168343422,-0.116769034425
1670933150976140808,0.050779402256,-0.0068813419342,0.307348506144,0.471168343422,-0.116769034425
1670933150978153372,0.0496959462762,-0.00300227165222,0.307348506144,0.471168343422,-0.116769034425
1670933150980105100,0.0455247461796,-0.0061489200592,0.307348506144,0.471168343422,-0.116769034425
1670933150982104589,0.0384149104357,-0.0113235569,0.307348506144,0.471168343422,-0.116769034425
1670933150984156157,0.0286093838513,-0.0134411907196,0.307348506144,0.471168343422,-0.116769034425
1670933150986102593,0.0367785878479,-0.0152965641022,0.307348506144,0.471168343422,-0.116769034425
1670933150988104468,0.0497162751853,-0.0152965641022,0.307348506144,0.471168343422,-0.116769034425
1670933150990094379,0.043652780354,-0.0152965641022,0.307348506144,0.471168343422,-0.116769034425
1670933150992128757,0.0471722260118,-0.0169216251373,0.307348506144,0.471168343422,-0.116769034425
1670933150994148015,0.0501934736967,-0.0117794132233,0.307348506144,0.471168343422,-0.116769034425
1670933150996110562,0.0405927561224,-0.0138407802582,0.307348506144,0.471168343422,-0.116769034425
1670933150998152307,0.0361909978092,-0.00674305915833,0.307348506144,0.471168343422,-0.116769034425
1670933151000124543,0.0412219613791,-0.0117798900604,0.307348506144,0.471168343422,-0.116769034425
1670933151002094302,0.0370878688991,-0.00494681358337,0.307348506144,0.471168343422,-0.116769034425
1670933151004084774,0.038075953722,-0.00494681358337,0.307348506144,0.471168343422,-0.116769034425
1670933151006067748,0.0370427519083,-0.00494681358337,0.307348506144,0.471168343422,-0.116769034425
1670933151008124160,0.0366160683334,-0.00785313606262,0.307348506144,0.471168343422,-0.116769034425
1670933151010078720,0.0437495857477,-0.0104004001617,0.307348506144,0.471168343422,-0.116769034425
1670933151012131418,0.0500732287765,0.00205744743347,0.307348506144,0.471168343422,-0.116769034425
1670933151014089174,0.0546823814511,0.00711812019348,0.307348506144,0.471168343422,-0.116769034425
1670933151016119505,0.0489178597927,0.00272644996643,0.307348506144,0.471168343422,-0.116769034425
1670933151018079433,0.0454269424081,-0.00450335502625,0.307348506144,0.471168343422,-0.116769034425
1670933151020070936,0.044949196279,-0.00450335502625,0.307348506144,0.471168343422,-0.116769034425
1670933151022145512,0.0247228387743,-0.00450335502625,0.307348506144,0.471168343422,-0.116769034425
1670933151024106797,0.0193617995828,-0.00746451377869,0.307348506144,0.471168343422,-0.116769034425
1670933151026106738,0.0216381251812,-0.00118599891663,0.307348506144,0.471168343422,-0.116769034425
1670933151028096113,0.0373909771442,-0.0086222743988,0.307348506144,0.471168343422,-0.116769034425
1670933151030148587,0.0469431504607,-0.0110746479034,0.307348506144,0.471168343422,-0.116769034425
1670933151032114435,0.0435173586011,-0.0132227993011,0.307348506144,0.471168343422,-0.116769034425
1670933151034139797,0.0475778095424,-8.73661041263e-05,0.307348506144,0.471168343422,-0.116769034425
1670933151036097463,0.0499564558268,-8.73661041263e-05,0.307348506144,0.471168343422,-0.116769034425
1670933151038089231,0.0389308072627,-8.73661041263e-05,0.307348506144,0.471168343422,-0.116769034425
1670933151040122303,0.0342206582427,-8.73661041263e-05,0.307348506144,0.471168343422,-0.116769034425
1670933151042086699,0.0206143073738,0.0010851764679,0.307348506144,0.471168343422,-0.116769034425
1670933151044085778,0.0291060786694,-0.00256501197815,0.307348506144,0.471168343422,-0.116769034425
