rosbagTimestamp,desired_hall,fz,real_hall
1663502325064163121,0.0,-0.0,-0.000366153717041
1663502325065998582,0.0,-0.0,-0.000366153717041
1663502325068107519,0.0,-0.0,-0.017232837677
1663502325069981329,0.0,-0.0,-0.0122918510437
1663502325072109732,0.0,-0.0,-0.00795597076416
1663502325073978943,0.0,-0.0,-0.0166839981079
1663502325076045562,0.0,-0.0,-0.0202345275879
1663502325078112692,0.0,-0.0,-0.0149268531799
1663502325080103327,0.0,-0.0,-0.0149268531799
1663502325082103199,0.0,-0.0,-0.0149268531799
1663502325084108158,0.0,-0.0,-0.00618070602417
1663502325086117650,0.0,-0.0,-0.0110678100586
1663502325088039536,0.0,-0.0,-0.0153321647644
1663502325089989421,0.0,-0.0,-0.0149444961548
1663502325091987612,0.0,-0.0,-0.0102838897705
1663502325093980685,0.0,-0.0,-0.00619453430176
1663502325095994887,0.0,-0.0,-0.00619453430176
1663502325098051587,0.0,-0.0,-0.00619453430176
1663502325100020503,0.0,-0.0,-0.0278934860229
1663502325102001968,0.0,-0.0,-0.0245727920532
1663502325104037470,0.0,-0.0,-0.0271243476868
1663502325106032217,0.0,-0.0,-0.0209764862061
1663502325108018297,0.0,-0.0,-0.0192684555054
1663502325109977703,0.0,-0.0,-0.0140785598755
1663502325111975074,0.0,-0.0,-0.0140785598755
1663502325113974564,0.0,-0.0,-0.0140785598755
1663502325116111474,0.0,-0.0,-0.00952381134033
1663502325117981673,0.0,-0.0,-0.00944179534912
1663502325120023115,0.0,-0.0,-0.0139126205444
1663502325122107190,0.0,-0.0,-0.00937837600708
1663502325124101734,0.0,-0.0,-0.00191158294678
1663502325126106415,0.0,-0.0,0.00114685058594
1663502325127985762,0.0,-0.0,0.00114685058594
1663502325129979869,0.0,-0.0,0.00114685058594
1663502325131993765,0.0,-0.0,0.00382762908936
1663502325133974458,0.0,-0.0,0.00617700576782
1663502325135988029,0.0,-0.0,0.00256639480591
1663502325137987459,0.0,-0.0,0.00507169723511
1663502325139985673,0.0,-0.0,0.00726705551147
1663502325141975633,0.0,-0.0,0.00233465194702
1663502325143973392,0.0,-0.0,0.00233465194702
1663502325145953473,0.0,-0.0,0.00233465194702
1663502325147955925,0.0,-0.0,-0.00364154815674
1663502325149954479,0.0,-0.0,-0.000369491577149
1663502325151961284,0.0,-0.0,-0.00599950790405
1663502325153956887,0.0,-0.0,0.000686225891113
1663502325155945727,0.0,-0.0,0.00342374801636
1663502325157942392,0.0,-0.0,0.000463066101074
1663502325159942644,0.0,-0.0,0.000463066101074
1663502325161941148,0.0,-0.0,0.000463066101074
1663502325163952313,0.0,-0.0,0.000463066101074
1663502325165937043,0.0,-0.0,0.00565200805664
1663502325167942790,0.0,-0.0,0.00777536392212
1663502325169952355,0.0,-0.0,0.00110107421875
1663502325171961478,0.0,-0.0,0.0147023773193
1663502325173965571,0.0,-0.0,0.0157018280029
1663502325175961992,0.0,-0.0,0.00800662994385
1663502325177950151,0.0,-0.0,0.00800662994385
1663502325179948239,0.0,-0.0,0.00800662994385
1663502325181931721,0.0,-0.0,0.0114427185059
1663502325183932268,0.0,-0.0,0.0128474807739
1663502325185934392,0.0,-0.0,0.00765996932983
1663502325187937823,0.0,-0.0,0.00953441619873
1663502325189943136,0.0,-0.0,0.0126147842407
1663502325191939515,0.0,-0.0,0.0126147842407
1663502325193933583,0.0,-0.0,0.0126147842407
1663502325195940594,0.0,-0.0,0.0126147842407
1663502325197941143,0.0,-0.0,0.0149765586853
1663502325199945370,0.0,-0.0,0.0159421539307
1663502325201938851,0.0,-0.0,0.00895219802856
1663502325203969356,0.0,-0.0,-0.00382274627686
1663502325205953968,0.0,-0.0,-0.000528755187989
1663502325207951465,0.0,-0.0,-0.000528755187989
1663502325209942642,0.0,-0.0,-0.000528755187989
1663502325212028744,0.0,-0.0,-0.000528755187989
1663502325214002994,0.0,-0.0,-0.00361961364746
1663502325215982170,0.0,-0.0,-0.000350418090821
1663502325217974813,0.0,-0.0,-0.00348371505737
1663502325219996743,0.0,-0.0,-0.0132793807983
1663502325221964208,0.0,-0.0,-0.00882238388062
1663502325223987462,0.0,-0.0,-0.00882238388062
1663502325225967504,0.0,-0.0,-0.00882238388062
1663502325227985220,0.0,-0.0,-0.00882238388062
1663502325229983927,0.0,-0.0,-0.00491279602051
1663502325231976091,0.0,-0.0,0.00152116775513
