rosbagTimestamp,fz,z,top
1673423139290778366,0.0404314175248,0.356822985331,6.50552749634
1673423139296040094,0.051192343235,0.356822985331,6.49848365784
1673423139300636174,0.0456601940095,0.356822985331,6.49436998367
1673423139304918175,0.0527373254299,0.356822985331,6.49436998367
1673423139308435718,0.0530048757792,0.356822985331,6.49097490311
1673423139312017475,0.0379238054156,0.356822985331,6.4945397377
1673423139315064006,0.0466613359749,0.356822985331,6.49839258194
1673423139317995544,0.0449049063027,0.356822985331,6.49839258194
1673423139320896376,0.0485101155937,0.356822985331,6.49839258194
1673423139323656568,0.0511290058494,0.356822985331,6.49291610718
1673423139326159957,0.044848639518,0.356822985331,6.48873615265
1673423139328639682,0.0417910888791,0.357299873307,6.49282121658
1673423139331008392,0.0484212115407,0.357299873307,6.48866415024
1673423139333400141,0.0560304783285,0.357299873307,6.48866415024
1673423139335525310,0.0522557199001,0.357299873307,6.48866415024
1673423139337702257,0.0489663854241,0.357299873307,6.49084997177
1673423139339802021,0.0471994578838,0.357299873307,6.48081159592
1673423139341959002,0.0668360441923,0.357299873307,6.49123811722
1673423139344075809,0.067585721612,0.357299873307,6.48836326599
1673423139346107181,0.0526231527328,0.357299873307,6.4905872345
1673423139348063185,0.0421329811215,0.357299873307,6.49253511429
1673423139350155391,0.0467495173216,0.357299873307,6.49253511429
1673423139352266128,0.0544913746417,0.357299873307,6.49253511429
1673423139354244918,0.0520599074662,0.357299873307,6.48695755005
1673423139356062005,0.0444923490286,0.357299873307,6.49784660339
1673423139357895552,0.0444250702858,0.357299873307,6.49889326096
1673423139359710661,0.0397696122527,0.357299873307,6.49981021881
1673423139361544439,0.0435581877828,0.357299873307,6.49399757385
1673423139363308171,0.0531431511045,0.357299873307,6.50284767151
1673423139364988509,0.0583596527576,0.357299873307,6.50284767151
1673423139366795788,0.0544125884771,0.357299873307,6.50284767151
1673423139368611422,0.0531843230128,0.357299873307,6.50284767151
1673423139370346732,0.0454671867192,0.357299873307,6.49594449997
1673423139372068003,0.0437041223049,0.357299873307,6.49835157394
1673423139373813973,0.0412414781749,0.357369271937,6.49202728271
1673423139378072783,0.0403832010925,0.357369271937,6.49379730225
1673423139382392655,0.0442324653268,0.357369271937,6.50431108475
1673423139386398453,0.0611032024026,0.357369271937,6.50431108475
1673423139390151287,0.0541311912239,0.357369271937,6.49293231964
1673423139393619632,0.0487143546343,0.357369271937,6.48874855042
