4.169172261,25.01503357,,0.00304068685
4.077754269,24.46652561,,0.00310068685
3.987631328,23.92578797,,0.00316068685
3.899235123,23.39541074,,0.00322068685
3.812997338,22.87798403,,0.00328068685
3.729349658,22.37609795,,0.00334068685
3.648723764,21.89234259,,0.00340068685
3.571551343,21.42930806,,0.00346068685
3.498264078,20.98958447,,0.00352068685
3.429293652,20.57576191,,0.00358068685
3.36507175,20.1904305,,0.00364068685
3.306030056,19.83618034,,0.00370068685
3.252600254,19.51560152,,0.00376068685
3.205214027,19.23128416,,0.00382068685
3.16430306,18.98581836,,0.00388068685
3.130299037,18.78179422,,0.00394068685
3.103633641,18.62180185,,0.00400068685
3.084738557,18.50843134,,0.00406068685
3.074045469,18.44427282,,0.00412068685
3.071986061,18.43191636,,0.00418068685
3.078992015,18.47395209,,0.00424068685
3.095495018,18.57297011,,0.00430068685
3.121926752,18.73156051,,0.00436068685
3.158718902,18.95231341,,0.00442068685
3.206303151,19.2378189,,0.00448068685
3.265111183,19.5906671,,0.00454068685
3.335574683,20.0134481,,0.00460068685
3.418125335,20.50875201,,0.00466068685
3.513194822,21.07916893,,0.00472068685
3.621214828,21.72728897,,0.00478068685
3.742617038,22.45570223,,0.00484068685
3.877833135,23.26699881,,0.00490068685
4.027294804,24.16376882,,0.00496068685
4.191433728,25.14860237,,0.00502068685
4.370681591,26.22408955,,0.00508068685
4.565470077,27.39282046,,0.00514068685
4.776230871,28.65738523,,0.00520068685
5.003395656,30.02037394,,0.00526068685
5.247396116,31.4843767,,0.00532068685
5.508663936,33.05198362,,0.00538068685
5.787630799,34.72578479,,0.00544068685
6.084728389,36.50837033,,0.00550068685
6.40038839,38.40233034,,0.00556068685
6.735042486,40.41025491,,0.00562068685
7.089122361,42.53473417,,0.00568068685
7.4630597,44.7783582,,0.00574068685
7.857286185,47.14371711,,0.00580068685
8.272233502,49.63340101,,0.00586068685
8.708333333,52.25,,0.00592068685
