rosbagTimestamp,fz,z,top
1673423775981679125,0.0701748207211,0.356924323519,6.57753658295
1673423775986751638,0.07783062011,0.356924323519,6.57105541229
1673423775990962938,0.0726464539766,0.356924323519,6.57664632797
1673423775994907817,0.0726838335395,0.356924323519,6.57534217834
1673423775998707694,0.0669686645269,0.356924323519,6.57233333588
1673423776002073194,0.0721071362495,0.356924323519,6.57762813568
1673423776005114633,0.0784285664558,0.356924323519,6.57495260239
1673423776008253401,0.0863701626658,0.356924323519,6.57495260239
1673423776011256055,0.0716521516442,0.356924323519,6.57290697098
1673423776014012377,0.0663716420531,0.356924323519,6.57903194427
1673423776016853323,0.0778606981039,0.35716492568,6.56974649429
1673423776019516705,0.0733482539654,0.35716492568,6.56892490387
1673423776021844897,0.0716551691294,0.35716492568,6.56858968735
1673423776024272816,0.0793844684958,0.35716492568,6.56858968735
1673423776026716885,0.0745644643903,0.35716492568,6.56065940857
1673423776029188529,0.0828055292368,0.35716492568,6.56865215302
1673423776031430301,0.0867152959108,0.35716492568,6.56808757782
1673423776033688144,0.0712733641267,0.35716492568,6.56785726547
1673423776035825401,0.0731395483017,0.35716492568,6.56747913361
1673423776037907864,0.0806157663465,0.35716492568,6.56747913361
1673423776040054481,0.0719391703606,0.35716492568,6.56747913361
1673423776042183639,0.0717324391007,0.35716492568,6.56732463837
1673423776044246349,0.0805189460516,0.35716492568,6.55955791473
1673423776046325774,0.0901399701834,0.35716492568,6.56876134872
1673423776048474263,0.0788426920772,0.35716492568,6.56080913544
1673423776050489545,0.0739247053862,0.35716492568,6.5554227829
1673423776052447544,0.0775327980518,0.35716492568,6.5491900444
1673423776054355497,0.0807008743286,0.35716492568,6.5491900444
1673423776057685896,0.0767840072513,0.35716492568,6.5491900444
1673423776062406022,0.0660610049963,0.357323864399,6.56840848923
1673423776067429951,0.0739270299673,0.357323864399,6.56769371033
1673423776072096660,0.0657130405307,0.357323864399,6.56053590775
1673423776076142101,0.0811349153519,0.357323864399,6.56888771057
1673423776080026952,0.0731600373983,0.357323864399,6.56158399582
1673423776082727587,0.0854115858674,0.357323864399,6.56312036514
1673423776085548807,0.0852995738387,0.357323864399,6.56385183334
1673423776088179629,0.0643811672926,0.357323864399,6.56385183334
1673423776090656291,0.068381279707,0.357323864399,6.56385183334
1673423776092807115,0.0806434378028,0.357323864399,6.57206726074
1673423776094922031,0.0804276838899,0.357323864399,6.57133817673
1673423776097095806,0.07816170156,0.357323864399,6.57014274597
1673423776099303040,0.067550778389,0.357323864399,6.56965494156
1673423776101238462,0.0698662772775,0.357323864399,6.56885480881
1673423776103215741,0.0759042724967,0.357323864399,6.56885480881
1673423776105122511,0.0740959197283,0.357376178186,6.56885480881
1673423776107081505,0.0693700909615,0.357376178186,6.56852817535
1673423776108991997,0.0730946585536,0.357376178186,6.5682425499
1673423776110848599,0.0735105797648,0.357376178186,6.56777381897
1673423776112856270,0.0764274224639,0.357376178186,6.56758260727
1673423776114761666,0.0736262053251,0.357376178186,6.56741523743
1673423776116614938,0.0726977437735,0.357376178186,6.56714057922
