rosbagTimestamp,desired_hall,fz,real_hall
1663573597653708780,3.0,-0.0,0.00697568893433
1663573597655690569,3.0,-0.0,0.0054335975647
1663573597657945046,3.0,-0.0,0.00680164337158
1663573597659657996,3.0,-0.0,0.00973991394043
1663573597661644634,3.0,-0.0,0.00339750289917
1663573597663770214,3.0,-0.0,0.00339750289917
1663573597665770318,3.0,-0.0,0.00339750289917
1663573597667726722,3.0,-0.0,0.00524143218994
1663573597669705175,3.0,-0.0,0.00391773223877
1663573597671662592,3.0,-0.0,0.00276044845581
1663573597673650309,3.0,-0.0,0.00619653701782
1663573597675655086,3.0,-0.0,0.00475267410278
1663573597677785562,3.0,-0.0,-0.00204940795898
1663573597679660323,3.0,-0.0,-0.00204940795898
1663573597681779957,3.0,-0.0,-0.00204940795898
1663573597683684168,3.0,-0.0,0.00197748184204
1663573597685665714,3.0,-0.0,-0.000289402008057
1663573597687649548,3.0,-0.0,-0.000918827056885
1663573597689777903,3.0,-0.0,-0.00195070266724
1663573597691777705,3.0,-0.0,-0.00237174987793
1663573597693786293,3.0,-0.0,-0.0071625328064
1663573597695676004,3.0,-0.0,-0.0071625328064
1663573597697675981,3.0,-0.0,-0.0071625328064
1663573597699661247,3.0,-0.0,-0.00693174362183
1663573597701646170,3.0,-0.0,-0.00673004150391
1663573597703640191,3.0,-0.0,-0.00639863967896
1663573597705804927,3.0,-0.0,-0.00626321792603
1663573597707694373,3.0,-0.0,-0.0054888343811
1663573597709786823,3.0,-0.0,-0.00546689987183
1663573597711740817,3.0,-0.0,-0.00546689987183
1663573597713681705,3.0,-0.0,-0.00546689987183
1663573597715673048,3.0,-0.0,-0.00544830322266
1663573597717798131,3.0,-0.0,-0.00543161392212
1663573597719671569,3.0,-0.0,-0.00595708847046
1663573597721778016,3.0,-0.0,-0.00145097732544
1663573597723672944,3.0,-0.0,-0.00235744476318
1663573597725680664,3.0,-0.0,-0.00272747039795
1663573597727679914,3.0,-0.0,-0.00272747039795
1663573597729633999,3.0,-0.0,-0.00272747039795
1663573597731677757,3.0,-0.0,0.00138286590576
1663573597733649239,3.0,-0.0,0.00498823165894
1663573597735635269,3.0,-0.0,0.00814966201782
1663573597737641368,3.0,-0.0,0.0127916717529
1663573597739647357,3.0,-0.0,0.0105166816711
1663573597741769885,3.0,-0.0,0.00679162979126
1663573597743696891,3.0,-0.0,0.00679162979126
1663573597745788137,3.0,-0.0,0.00679162979126
1663573597747660782,3.0,-0.0,0.00527338027954
1663573597749698900,3.0,-0.0,0.00840000152588
1663573597751669002,3.0,-0.0,0.00667861938477
1663573597753645970,3.0,-0.0,0.00963214874268
1663573597755673614,3.0,-0.0,0.0139294052124
1663573597757657986,3.0,-0.0,0.011510887146
1663573597759659996,3.0,-0.0,0.0138674163818
1663573597761704753,3.0,-0.0,0.0138674163818
1663573597763679848,3.0,-0.0,0.0138674163818
1663573597765666504,3.0,-0.0,0.0177407646179
1663573597767659646,3.0,-0.0,0.0148401641846
1663573597769657125,3.0,-0.0,0.0123062515259
1663573597771666670,3.0,-0.0,0.00815824508667
1663573597773663386,3.0,-0.0,0.0109286689758
1663573597775647886,3.0,-0.0,0.00888875961304
1663573597777648572,3.0,-0.0,0.00888875961304
1663573597779663598,3.0,-0.0,0.00888875961304
1663573597781636651,3.0,-0.0,0.00265554428101
1663573597783636826,3.0,-0.0,0.00912860870361
1663573597785639886,3.0,-0.0,0.00731567382813
1663573597787681370,3.0,-0.0,0.00434593200684
1663573597789655183,3.0,-0.0,0.00758651733398
1663573597791644012,3.0,-0.0,0.0104275131226
1663573597793625299,3.0,-0.0,0.0104275131226
1663573597795645853,3.0,-0.0,0.0104275131226
1663573597797702421,3.0,-0.0,0.00845102310181
1663573597799666234,3.0,-0.0,0.00911334991455
1663573597801667908,3.0,-0.0,0.0073023223877
1663573597803850643,3.0,-0.0,0.010178604126
1663573597805659224,3.0,-0.0,0.0149088287354
1663573597807649032,3.0,-0.0,0.0123663330078
1663573597809769164,3.0,-0.0,0.0123663330078
1663573597811659995,3.0,-0.0,0.0123663330078
1663573597813683801,3.0,-0.0,0.00568632125854
1663573597815652249,3.0,-0.0,0.00430683135986
1663573597817647855,3.0,-0.0,0.00204614639282
1663573597819649391,3.0,-0.0,0.00112394332886
1663573597821650999,3.0,-0.0,0.00405363082886
1663573597823751052,3.0,-0.0,0.00733045578003
1663573597825647715,3.0,-0.0,0.00733045578003
1663573597827668895,3.0,-0.0,0.00733045578003
1663573597829651056,3.0,-0.0,0.00574401855469
1663573597831644947,3.0,-0.0,0.00314477920532
1663573597833720461,3.0,-0.0,0.00208477020264
1663573597835683386,3.0,-0.0,0.000347175598145
1663573597837671116,3.0,-0.0,-0.00982423782349
1663573597839703949,3.0,-0.0,-0.00982423782349
1663573597841675565,3.0,-0.0,-0.00982423782349
1663573597843692067,3.0,-0.0,-0.00982423782349
1663573597845671261,3.0,-0.0,-0.00926156997681
1663573597847641203,3.0,-0.0,-0.00876899719238
1663573597849634112,3.0,-0.0,-0.00354000091553
1663573597851693658,3.0,-0.0,-0.00376220703125
1663573597853645568,3.0,-0.0,-0.00799318313599
1663573597855643359,3.0,-0.0,-0.00323768615723
1663573597857705844,3.0,-0.0,-0.00323768615723
1663573597859665022,3.0,-0.0,-0.00323768615723
1663573597861645846,3.0,-0.0,-0.00323768615723
1663573597863644787,3.0,-0.0,-0.00372501373291
1663573597865673157,3.0,-0.0,-0.00392385482788
1663573597867653556,3.0,-0.0,0.00907997131348
1663573597869729551,3.0,-0.0,0.00727323532104
1663573597871643557,3.0,-0.0,0.00569395065308
1663573597873725683,3.0,-0.0,0.00431350708008
1663573597875728826,3.0,-0.0,0.00431350708008
1663573597877633057,3.0,-0.0,0.00431350708008
1663573597879621785,3.0,-0.0,0.0109610939026
1663573597881722488,3.0,-0.0,0.00446180343628
1663573597883664987,3.0,-0.0,0.00768808364868
1663573597885660084,3.0,-0.0,0.00463060379028
1663573597887664309,3.0,-0.0,0.00338415145874
1663573597889785631,3.0,-0.0,0.00229410171509
1663573597891672499,3.0,-0.0,0.00229410171509
1663573597893685192,3.0,-0.0,0.00229410171509
1663573597895684025,3.0,-0.0,0.00134090423584
1663573597897756263,3.0,-0.0,0.00366405487061
1663573597899667005,3.0,-0.0,0.00600246429443
1663573597901662173,3.0,-0.0,0.00458339691162
1663573597903662210,3.0,-0.0,0.00334266662598
1663573597905685460,3.0,-0.0,0.00225786209106
1663573597907700485,3.0,-0.0,0.00225786209106
1663573597909654797,3.0,-0.0,0.00225786209106
1663573597911685122,3.0,-0.0,0.00130895614624
1663573597913646181,3.0,-0.0,0.000479259490967
1663573597915677650,3.0,-0.0,0.004195728302
1663573597917663583,3.0,-0.0,0.00640968322754
1663573597919649984,3.0,-0.0,0.00493911743164
1663573597921634908,3.0,-0.0,0.00365356445313
1663573597923645592,3.0,-0.0,0.00697950363159
1663573597925632437,3.0,-0.0,0.00697950363159
1663573597927632421,3.0,-0.0,0.00543741226196
1663573597929639829,3.0,-0.0,0.00736145019531
1663573597931659272,3.0,-0.0,0.00577119827271
1663573597933675184,3.0,-0.0,0.00261024475098
1663573597935640553,3.0,-0.0,0.00074914932251
1663573597937708511,3.0,-0.0,0.00074914932251
1663573597939671711,3.0,-0.0,0.00074914932251
1663573597941655526,3.0,-0.0,0.00074914932251
1663573597943652052,3.0,-0.0,-1.04522705078e-05
1663573597945643006,3.0,-0.0,-0.000674686431885
1663573597947641503,3.0,-0.0,0.00156358718872
1663573597949625960,3.0,-0.0,0.000701942443848
1663573597951630487,3.0,-0.0,-0.00071044921875
1663573597953663584,3.0,-0.0,-0.00128694534302
1663573597955633797,3.0,-0.0,-0.00128694534302
1663573597957757866,3.0,-0.0,-0.00128694534302
1663573597959758092,3.0,-0.0,-0.00179096221924
1663573597961667962,3.0,-0.0,0.00220445632935
1663573597963698439,3.0,-0.0,0.00432638168335
1663573597965657771,3.0,-0.0,0.00311807632446
1663573597967648217,3.0,-0.0,0.00502685546875
1663573597969642715,3.0,-0.0,0.00818351745605
1663573597971657722,3.0,-0.0,0.00818351745605
1663573597973665152,3.0,-0.0,0.00818351745605
1663573597975632605,3.0,-0.0,0.00818351745605
1663573597977616801,3.0,-0.0,0.00890830993652
1663573597979678886,3.0,-0.0,0.00712303161621
1663573597981648380,3.0,-0.0,0.00419906616211
1663573597983670690,3.0,-0.0,0.00300649642944
1663573597985658531,3.0,-0.0,0.00549797058105
1663573597987694682,3.0,-0.0,0.00549797058105
1663573597989750065,3.0,-0.0,0.00549797058105
1663573597991682228,3.0,-0.0,0.00549797058105
1663573597993645024,3.0,-0.0,0.00414184570313
1663573597995661723,3.0,-0.0,-0.0014080619812
1663573597997677141,3.0,-0.0,-0.00189729690552
1663573597999669008,3.0,-0.0,-0.00656934738159
1663573598001657172,3.0,-0.0,-0.0064129447937
1663573598003672851,3.0,-0.0,-0.00627561569214
1663573598005643630,3.0,-0.0,-0.00627561569214
1663573598007663800,3.0,-0.0,-0.00627561569214
1663573598009695162,3.0,-0.0,0.00270751953125
1663573598011696043,3.0,-0.0,-0.00273271560669
1663573598013682918,3.0,-0.0,-0.00775953292847
1663573598015651131,3.0,-0.0,-0.011863193512
1663573598017651642,3.0,-0.0,-0.019121131897
1663573598019645136,3.0,-0.0,-0.0174021339417
1663573598021784756,3.0,-0.0,-0.0174021339417
1663573598023669321,3.0,-0.0,-0.0174021339417
1663573598025674450,3.0,-0.0,-0.015896282196
1663573598027712457,3.0,-0.0,-0.0145773506165
1663573598029679768,3.0,-0.0,-0.00469013214111
1663573598031653490,3.0,-0.0,-0.00033899307251
1663573598033623520,3.0,-0.0,0.00293163299561
1663573598035618006,3.0,-0.0,0.00189832687378
1663573598037623735,3.0,-0.0,0.00189832687378
1663573598039639247,3.0,-0.0,0.00189832687378
1663573598041621552,3.0,-0.0,0.000994720458984
