rosbagTimestamp,desired_hall,fz,real_hall
1663579430231904138,0.0,-0.0,-0.0016677904129
1663579430233794158,0.0,-0.0,-0.00330667972565
1663579430235807210,0.0,-0.0,-0.00218992710113
1663579430237853634,0.0,-0.0,-0.00503759860992
1663579430239799233,0.0,-0.0,0.000812239646912
1663579430241791322,0.0,-0.0,0.000812239646912
1663579430243838983,0.0,-0.0,0.000812239646912
1663579430245844701,0.0,-0.0,0.0014159154892
1663579430247900427,0.0,-0.0,0.00963420391083
1663579430249934765,0.0,-0.0,0.00528687953949
1663579430251827546,0.0,-0.0,0.00201100826263
1663579430253801026,0.0,-0.0,0.00630731105804
1663579430255825532,0.0,-0.0,0.00238294124603
1663579430257796956,0.0,-0.0,-0.00104408740997
1663579430259798031,0.0,-0.0,-0.00104408740997
1663579430261816127,0.0,-0.0,-0.00104408740997
1663579430263835545,0.0,-0.0,0.00435943126678
1663579430265835568,0.0,-0.0,0.00452060222626
1663579430267886026,0.0,-0.0,0.000945754051209
1663579430269829040,0.0,-0.0,0.00153274059296
1663579430271822190,0.0,-0.0,0.00588769435883
1663579430273924623,0.0,-0.0,0.00585765361786
1663579430275968027,0.0,-0.0,0.00585765361786
1663579430277925500,0.0,-0.0,0.00585765361786
1663579430279830677,0.0,-0.0,0.00583142757416
1663579430281805512,0.0,-0.0,0.00194711208344
1663579430283799357,0.0,-0.0,-0.00142412662506
1663579430285848100,0.0,-0.0,-0.00436907291412
1663579430287825116,0.0,-0.0,-0.00312023639679
1663579430289791219,0.0,-0.0,0.0022851896286
1663579430291851546,0.0,-0.0,0.0022851896286
1663579430293918566,0.0,-0.0,0.0022851896286
1663579430295835784,0.0,-0.0,-0.00411158084869
1663579430297915577,0.0,-0.0,-0.00289469242096
1663579430299913902,0.0,-0.0,-0.00565367221832
1663579430301837596,0.0,-0.0,-0.00301151752472
1663579430303833873,0.0,-0.0,0.00190085887909
1663579430305798000,0.0,-0.0,0.00236863613129
1663579430307852105,0.0,-0.0,0.00236863613129
1663579430309818255,0.0,-0.0,0.00236863613129
1663579430311826103,0.0,-0.0,-0.00105600833893
1663579430313826274,0.0,-0.0,-0.00331669330597
1663579430315815974,0.0,-0.0,-0.00219898700714
1663579430317797522,0.0,-0.0,-0.00419073581696
1663579430319799688,0.0,-0.0,-0.0029638338089
1663579430321796133,0.0,-0.0,-0.00188999652863
1663579430323801109,0.0,-0.0,-0.00188999652863
1663579430325798080,0.0,-0.0,-0.00188999652863
1663579430327853005,0.0,-0.0,-0.000949673652649
1663579430329839617,0.0,-0.0,-0.00012665271759
1663579430331828608,0.0,-0.0,0.00122470378876
1663579430333841459,0.0,-0.0,0.00561732769012
1663579430335828578,0.0,-0.0,0.00562114238739
1663579430337826432,0.0,-0.0,0.00562686443329
1663579430339805392,0.0,-0.0,0.00562686443329
1663579430341791267,0.0,-0.0,0.00562686443329
1663579430343787616,0.0,-0.0,0.00562924861908
1663579430345784610,0.0,-0.0,0.00563163280487
1663579430347789544,0.0,-0.0,0.00563306331635
1663579430349791393,0.0,-0.0,0.00948543071747
1663579430351788681,0.0,-0.0,0.00900525569916
1663579430353780569,0.0,-0.0,0.00101298809052
1663579430355794987,0.0,-0.0,0.00101298809052
1663579430357809651,0.0,-0.0,0.00101298809052
1663579430359780870,0.0,-0.0,0.00101298809052
1663579430361777865,0.0,-0.0,0.00978869915009
1663579430363806205,0.0,-0.0,0.00927037715912
1663579430365822905,0.0,-0.0,0.00505418300629
1663579430367789967,0.0,-0.0,0.00135344982147
1663579430369798311,0.0,-0.0,0.00573033809662
1663579430371810182,0.0,-0.0,0.00573033809662
1663579430373814566,0.0,-0.0,0.00573033809662
1663579430375775211,0.0,-0.0,0.00573033809662
1663579430377762829,0.0,-0.0,0.00187034130096
1663579430379756525,0.0,-0.0,0.013342089653
1663579430381752102,0.0,-0.0,0.0123784017563
1663579430383768604,0.0,-0.0,0.00694627285004
1663579430385747725,0.0,-0.0,0.0106350851059
1663579430387747433,0.0,-0.0,0.0106350851059
1663579430389747839,0.0,-0.0,0.0106350851059
1663579430391757380,0.0,-0.0,0.0106350851059
1663579430393746576,0.0,-0.0,0.00609654903412
1663579430395741927,0.0,-0.0,0.00989026546478
1663579430397767984,0.0,-0.0,0.00889462947845
1663579430399757246,0.0,-0.0,0.0081331205368
