rosbagTimestamp,ax,ay,az,top,x,y
1661404767925427301,0.0,0.0,0.0,0.0,0.30744679704,0.47111219976
1661404767925839137,-0.010208000429,-0.938405990601,0.180776000023,5.1399140358,0.30744679704,0.47111219976
1661404767927889867,-0.010208000429,-0.938405990601,0.180776000023,5.1399140358,0.30744679704,0.47111219976
1661404767929886752,-0.010208000429,-0.927311956882,0.173119992018,5.1399140358,0.30744679704,0.47111219976
1661404767931907745,-0.010208000429,-0.945801973343,0.157807990909,5.1399140358,0.30744679704,0.47111219976
1661404767933924326,-0.00651000067592,-0.934707999229,0.161635994911,5.1406288147,0.30744679704,0.47111219976
1661404767935894017,-0.00651000067592,-0.934707999229,0.161635994911,5.14445352554,0.30744679704,0.47111219976
1661404767937979496,-0.010208000429,-0.945801973343,0.180776000023,5.14393138885,0.30744679704,0.47111219976
1661404767939928280,-0.0176040008664,-0.945801973343,0.157807990909,5.14094638824,0.30744679704,0.47111219976
1661404767941897184,0.000885998830199,-0.942103981972,0.169292002916,5.1392493248,0.30744679704,0.47111219976
1661404767943974860,0.000885998830199,-0.942103981972,0.169292002916,5.14004707336,0.30744679704,0.47111219976
1661404767945933795,-0.00651000067592,-0.927311956882,0.161635994911,5.14004707336,0.30744679704,0.47111219976
1661404767947992962,-0.013906000182,-0.931009948254,0.169292002916,5.14004707336,0.30744679704,0.47111219976
1661404767949952388,0.00458399951458,-0.945801973343,0.165463998914,5.14004707336,0.30744679704,0.47111219976
1661404767951988331,0.00458399951458,-0.945801973343,0.165463998914,5.1413564682,0.30744679704,0.47111219976
1661404767954003158,-0.00281199999154,-0.960593998432,0.169292002916,5.14189147949,0.30744679704,0.47111219976
1661404767955997281,-0.00651000067592,-0.956895947456,0.184604004025,5.13957309723,0.30744679704,0.47111219976
1661404767958028462,-0.00281199999154,-0.960593998432,0.169292002916,5.13713788986,0.30744679704,0.47111219976
1661404767959944941,-0.00281199999154,-0.960593998432,0.169292002916,5.13819885254,0.30744679704,0.47111219976
1661404767962041100,-0.010208000429,-0.949499964714,0.180776000023,5.13593626022,0.30744679704,0.47111219976
1661404767964002884,0.000885998830199,-0.938405990601,0.188431993127,5.13593626022,0.30744679704,0.47111219976
1661404767966010544,-0.00651000067592,-0.938405990601,0.169292002916,5.13593626022,0.30744679704,0.47111219976
1661404767967959916,0.000885998830199,-0.938405990601,0.165463998914,5.13714694977,0.30744679704,0.47111219976
1661404767969967332,-0.013906000182,-0.949499964714,0.165463998914,5.13315439224,0.30744679704,0.47111219976
1661404767971952185,-0.013906000182,-0.953197956085,0.17694799602,5.12834501266,0.30744679704,0.47111219976
1661404767973987752,-0.013906000182,-0.953197956085,0.17694799602,5.12642431259,0.307697339699,0.470935430937
1661404767975991090,-0.013906000182,-0.956895947456,0.169292002916,5.12563991547,0.307697339699,0.470935430937
1661404767978024873,-0.013906000182,-0.956895947456,0.17694799602,5.13449668884,0.307697339699,0.470935430937
1661404767980047431,-0.010208000429,-0.975385963917,0.199916005135,5.13449668884,0.307697339699,0.470935430937
1661404767982014432,-0.010208000429,-0.975385963917,0.199916005135,5.13449668884,0.307697339699,0.470935430937
1661404767983969351,-0.010208000429,-0.953197956085,0.146323993802,5.13907766342,0.307697339699,0.470935430937
1661404767986001381,0.000885998830199,-0.890331983566,0.138668000698,5.14309358597,0.307697339699,0.470935430937
1661404767988030884,-0.00281199999154,-0.886633992195,0.146323993802,5.14089202881,0.307697339699,0.470935430937
1661404767989994333,-0.00281199999154,-0.886633992195,0.146323993802,5.14148521423,0.307697339699,0.470935430937
1661404767991957424,0.000885998830199,-0.875539958477,0.180776000023,5.1396613121,0.307697339699,0.470935430937
1661404767994027317,0.00458399951458,-0.912519991398,0.211400002241,5.14360523224,0.307697339699,0.470935430937
1661404767996070957,-0.00281199999154,-0.964291989803,0.199916005135,5.14360523224,0.307697339699,0.470935430937
1661404767998000389,-0.00281199999154,-0.964291989803,0.199916005135,5.14360523224,0.3094566836,0.46992346948
1661404768000000532,0.0230739992112,-1.07153391838,0.138668000698,5.14385986328,0.3094566836,0.46992346948
1661404768002021944,0.0119799990207,-1.03825199604,0.142496004701,5.14728498459,0.3094566836,0.46992346948
1661404768003975611,0.00458399951458,-0.953197956085,0.115700006485,5.15010547638,0.3094566836,0.46992346948
1661404768006001937,0.00458399951458,-0.849653959274,0.153980001807,5.14954710007,0.3094566836,0.46992346948
1661404768008000781,-0.00651000067592,-0.794183969498,0.196088001132,5.14905834198,0.3094566836,0.46992346948
1661404768010001909,-0.010208000429,-0.827465951443,0.242024004459,5.14865779877,0.3094566836,0.46992346948
1661404768011960052,-0.010208000429,-0.827465951443,0.242024004459,5.14865779877,0.3094566836,0.46992346948
1661404768014036092,-0.0213019996881,-0.967989981174,0.222883999348,5.14865779877,0.3094566836,0.46992346948
1661404768015990031,-0.0176040008664,-1.02346003056,0.173119992018,5.12912225723,0.3094566836,0.46992346948
1661404768017992401,-0.0286980010569,-1.12330591679,0.0850760042667,5.13118028641,0.3094566836,0.46992346948
1661404768019975249,-0.0286980010569,-1.12330591679,0.0850760042667,5.1329832077,0.3094566836,0.46992346948
1661404768022022383,-0.0250000003725,-1.03455400467,0.134839996696,5.13275623322,0.310645716707,0.469220570534
1661404768023951832,-0.0323959998786,-0.80157995224,0.222883999348,5.13436317444,0.310645716707,0.469220570534
1661404768026035595,-0.013906000182,-0.746109962463,0.25733602047,5.13421106339,0.310645716707,0.469220570534
1661404768027957757,-0.013906000182,-0.746109962463,0.25733602047,5.13421106339,0.310645716707,0.469220570534
1661404768030034215,-0.00651000067592,-0.764599978924,0.249679997563,5.13421106339,0.310645716707,0.469220570534
1661404768031967684,0.0119799990207,-0.997573971748,0.169292002916,5.13421106339,0.310645716707,0.469220570534
1661404768034024548,0.000885998830199,-1.14179599285,0.0812480002642,5.13409471512,0.310645716707,0.469220570534
1661404768035982055,0.000885998830199,-1.14179599285,0.0812480002642,5.16118621826,0.310645716707,0.469220570534
1661404768038021914,0.0119799990207,-1.0826280117,0.111872002482,5.15793514252,0.310645716707,0.469220570534
1661404768039986469,-0.00651000067592,-0.938405990601,0.169292002916,5.16283941269,0.310645716707,0.469220570534
1661404768041982170,0.00458399951458,-0.853351950645,0.215227991343,5.15276479721,0.310645716707,0.469220570534
1661404768043973603,-0.00651000067592,-0.746109962463,0.245851993561,5.15276479721,0.310645716707,0.469220570534
1661404768046006027,-0.00651000067592,-0.738713979721,0.230539992452,5.15276479721,0.310645716707,0.469220570534
1661404768047969247,-0.010208000429,-0.849653959274,0.192259997129,5.15276479721,0.310645716707,0.469220570534
1661404768050109597,-0.0176040008664,-0.916217982769,0.184604004025,5.15109300613,0.310645716707,0.469220570534
1661404768051973020,-0.0250000003725,-1.06043994427,0.131012007594,5.15041065216,0.310645716707,0.469220570534
1661404768054014929,-0.0250000003725,-1.09372198582,0.111872002482,5.14660739899,0.310645716707,0.469220570534
1661404768055962727,-0.0176040008664,-0.982781946659,0.157807990909,5.14958667755,0.310645716707,0.469220570534
1661404768057994817,-0.0176040008664,-0.982781946659,0.157807990909,5.15230226517,0.310645716707,0.469220570534
1661404768059980711,-0.010208000429,-0.916217982769,0.207571998239,5.15146875381,0.310645716707,0.469220570534
1661404768062062626,-0.0176040008664,-0.783089995384,0.215227991343,5.15146875381,0.310645716707,0.469220570534
1661404768064002068,-0.00651000067592,-0.786787986755,0.203743994236,5.15146875381,0.31190378741,0.468532352427
1661404768066002874,-0.00651000067592,-0.786787986755,0.203743994236,5.15395116806,0.31190378741,0.468532352427
1661404768068105050,-0.0176040008664,-0.8200699687,0.199916005135,5.14598703384,0.31190378741,0.468532352427
1661404768070016361,-0.00281199999154,-1.06043994427,0.142496004701,5.14274263382,0.31190378741,0.468532352427
1661404768071970434,0.0193760003895,-1.14549398422,0.142496004701,5.1462225914,0.31190378741,0.468532352427
1661404768073991172,0.0193760003895,-1.14549398422,0.142496004701,5.14294862747,0.31190378741,0.468532352427
1661404768075957739,0.0119799990207,-0.979083955288,0.153980001807,5.14328479767,0.31190378741,0.468532352427
1661404768077994244,0.0119799990207,-0.827465951443,0.173119992018,5.14328479767,0.31190378741,0.468532352427
1661404768079956473,-0.010208000429,-0.746109962463,0.207571998239,5.14328479767,0.31190378741,0.468532352427
1661404768081969867,-0.010208000429,-0.746109962463,0.207571998239,5.1435790062,0.31190378741,0.468532352427
1661404768084093073,0.000885998830199,-0.771995961666,0.234367996454,5.14383649826,0.31190378741,0.468532352427
1661404768086020928,0.0156779978424,-0.945801973343,0.196088001132,5.14106082916,0.31190378741,0.468532352427
1661404768088094117,0.000885998830199,-1.01976203918,0.169292002916,5.14163255692,0.31190378741,0.468532352427
1661404768090044744,0.0230739992112,-1.15658795834,0.131012007594,5.14257097244,0.31190378741,0.468532352427
1661404768092121865,-0.013906000182,-1.14549398422,0.0965600013733,5.13975811005,0.31190378741,0.468532352427
1661404768094045527,-0.0213019996881,-0.912519991398,0.142496004701,5.13975811005,0.31190378741,0.468532352427
1661404768095971812,-0.0213019996881,-0.912519991398,0.142496004701,5.13975811005,0.31190378741,0.468532352427
1661404768098014408,-0.0286980010569,-0.816371977329,0.17694799602,5.13729906082,0.31190378741,0.468532352427
